IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度,ASN
2.27.173.136,443,TRUE,HKG,HK,,,,AS401615
45.192.197.195,8443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.197.229,8443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.199.109,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.199.188,8443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.200.133,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.200.133,8443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.200.136,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.200.148,443,TRUE,NRT,JP,Tokyo,,,AS216211
45.192.200.168,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.200.180,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.200.180,2083,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.200.186,443,TRUE,NRT,JP,Tokyo,,,AS216211
45.192.200.205,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.200.222,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.201.5,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.201.140,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.201.197,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.201.204,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.202.199,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.203.153,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.241.11,2053,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.241.12,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.242.145,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.242.160,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.242.214,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.243.42,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.243.73,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.243.176,443,TRUE,NRT,JP,Tokyo,,,AS401615
45.192.243.241,443,TRUE,NRT,JP,Tokyo,,,AS401615
156.231.140.19,443,TRUE,NRT,JP,Tokyo,,,AS401615
156.231.141.78,443,TRUE,NRT,JP,Tokyo,,,AS401615
